Sanema (Venezuela) 393 Vulnerable
Red Gelao (Viet Nam) 20 Criticallyendangered
Resígaro 5 Criticallyendangered
She 1000 Criticallyendangered
Quechua of Peruvian Amazonia 7200 Vulnerable
Shoshoni (Idaho) 2000 Severelyendangered
Sei 0 Extinct
Tewa (Arizona) 1600 Definitelyendangered
Chamalal 12000 Definitelyendangered
Tambotalo 50 Severelyendangered
Picuris 225 Vulnerable
Koryak 2000 Severelyendangered
Páez 80000 Definitelyendangered
Kwisi 0 Extinct
Han (United States of America) 12 Criticallyendangered
Basay 0 Extinct
Tabasco Náhuatl 434 Criticallyendangered
Tundra Enets 10 Criticallyendangered
Páez 80000 Definitelyendangered
Odut 0 Extinct
Kung 1750 Severelyendangered
Manjui 1200 Definitelyendangered
Walmajarri 500 Definitelyendangered
Green Gelao (Viet Nam) 300 Criticallyendangered
Sampang 10810 Vulnerable
Bieria 25 Criticallyendangered
Ningalami 200 Severelyendangered
Marúbo 1252 Vulnerable
Baras 200 Severelyendangered
Momuna 2000 Vulnerable
Tayal 10000 Vulnerable
Sian 50 Severelyendangered
Dogrib 1675 Vulnerable
Karajá 1500 Vulnerable
Lower Northwestern Otomí 6509 Vulnerable
Brokshat 3000 Definitelyendangered
Faroese 60000 Vulnerable
Mpi 2000 Definitelyendangered
Juma 5 Criticallyendangered
Sakurabiat 25 Severelyendangered
Cocopa (Mexico) 206 Definitelyendangered
Lehali 250 Vulnerable
Turi 5000 Definitelyendangered
Thompson 335 Severelyendangered
Chimila 900 Severelyendangered
Chepya 2000 Definitelyendangered
Island Chumash 0 Extinct
Warnang 1100 Severelyendangered
Vilela 0 Extinct
Jinuo 12000 Definitelyendangered
Ata 2000 Criticallyendangered
Central Náhuatl 395581 Vulnerable
Nez Perce 20 Criticallyendangered
Lacandón 563 Criticallyendangered
Mebengokre 7266 Vulnerable
Kari'ña (French Guyana) 2000 Definitelyendangered
Chairel 0 Extinct
Kangjia 300 Severelyendangered
Gong 80 Severelyendangered
Rio Grande Keresan 6685 Definitelyendangered
Maring 22000 Vulnerable
Helong 9000 Severelyendangered
Mingrelian 350000 Definitelyendangered
Akkala Saami 0 Extinct
Seke 500 Vulnerable
Mulao 100 Severelyendangered
Chácobo 550 Definitelyendangered
Negidal 147 Criticallyendangered
Vilela 0 Extinct
Western Popoloc 516 Severelyendangered
Tilapa Otomí 292 Severelyendangered
Orejón 200 Severelyendangered
Quechua of Santiago del Estero 80000 Definitelyendangered
Yanyuwa 70 Severelyendangered
Kapingamarangi 3000 Severelyendangered
Krongo 21688 Definitelyendangered
Mono (Western) 40 Criticallyendangered
San Mateo del Mar Huave 12667 Vulnerable
Taba 10000 Vulnerable
Tubatulabal 3 Criticallyendangered
Quechua of Ayacucho 850000 Definitelyendangered
Piru 0 Extinct
Kodeoha 1000 Vulnerable
Kumyk 458121 Vulnerable
Tenharim 350 Severelyendangered
Angami 132000 Vulnerable
Dogrib 1675 Vulnerable
Namuyi 5000 Vulnerable
Miami-Illinois 0 Extinct
Maung 200 Vulnerable
Mor 25 Severelyendangered
Ixtenco Otomí 461 Severelyendangered
Yimchungru 92000 Vulnerable
Bikaru 100 Severelyendangered
Bayso 2000 Definitelyendangered
Duguza 2000 Definitelyendangered
Nganasan 505 Severelyendangered
Chuj (Mexico) 1771 Criticallyendangered
Bussa 6624 Vulnerable
Papora 0 Extinct
Kinikinau 11 Criticallyendangered
Araweté 339 Vulnerable
Limbu 300000 Definitelyendangered
Ninam (Brazil) 466 Vulnerable
Kwisi 0 Extinct
Mlahso (Turkey) 0 Extinct
Massalat 10 Criticallyendangered
Laro 40000 Definitelyendangered
Kulun 0 Extinct
Mancagne 26450 Vulnerable
Alabama 275 Definitelyendangered
Sorbian 19500 Definitelyendangered
Micmac (Canada) 6850 Vulnerable
Ubykh (Turkey) 0 Extinct
Awyi 350 Vulnerable
Sioux 25000 Vulnerable
Quichua (Cañar and Azuay) 90000 Severelyendangered
Wanka Quechua 35000 Severelyendangered
Hoti 10 Criticallyendangered
Kati 18700 Definitelyendangered
Kendeje 1859 Definitelyendangered
Ongamo 200 Criticallyendangered
Thakali 6441 Vulnerable
Kinikinau 11 Criticallyendangered
Ineseño 0 Extinct
Quichua (Loja) 45000 Severelyendangered
Seri 518 Vulnerable
Nguon 2000 Vulnerable
Khamnigan Mongol 2000 Definitelyendangered
Eastern Cuicatec 1641 Vulnerable
Paakantyi 4 Criticallyendangered
Karajarri 10 Criticallyendangered
Karelian (Tver) 10000 Definitelyendangered
Tamki 500 Criticallyendangered
Damal 5000 Vulnerable
Bubia 600 Severelyendangered
Ndai 5 Criticallyendangered
Hupda (Colombia) 1500 Definitelyendangered
Dargwa 503523 Vulnerable
Pasi 1000 Definitelyendangered
Aruá 12 Severelyendangered
Naka'ela 0 Extinct
Tupari 150 Definitelyendangered
Phunoi 37311 Vulnerable
Kota 2000 Criticallyendangered
Gura 3000 Severelyendangered
Katla 14208 Definitelyendangered
Badaga 134514 Definitelyendangered
Dampel 1 Criticallyendangered
Alawa 22 Criticallyendangered
Poyanawa 2 Criticallyendangered
Wiradjuri 30 Criticallyendangered
Khowar 222800 Vulnerable
Moselle Franconian 390000 Vulnerable
Huichol 35724 Vulnerable
Harakmbut 1206 Definitelyendangered
Lake Miwok 3 Criticallyendangered
Laemae 15000 Severelyendangered
Quichua (Imbabura) 50000 Definitelyendangered
Matipu 10 Criticallyendangered
Mariupolitan Greek 20000 Severelyendangered
Bardi 30 Severelyendangered
Karipuna 10 Definitelyendangered
Gallo-Sicilian 65000 Definitelyendangered
Shor 6210 Severelyendangered
Okanagan 130 Definitelyendangered
Zazaki 2000000 Vulnerable
Ter Saami 10 Criticallyendangered
Ingalik 14 Criticallyendangered
Guarayu 5000 Definitelyendangered
Aivilingmiutut 1245 Vulnerable
Moksela 0 Extinct
Atacameño 0 Extinct
Ava-Canoeiro 16 Criticallyendangered
Parji 51216 Criticallyendangered
Wauja 321 Vulnerable
Gascon 250000 Definitelyendangered
N|uu 8 Criticallyendangered
Kuvi 300000 Definitelyendangered
Amblong 150 Definitelyendangered
Zapotec of the Southern mountains, northeast 849 Definitelyendangered
Lishan Didan (Iran) 0 Extinct
Kwama 15000 Vulnerable
Leco 20 Criticallyendangered
Alabat Island Agta 30 Criticallyendangered
Somm 80 Definitelyendangered
Pacahuara 18 Criticallyendangered
Alune 12000 Vulnerable
Bepour 57 Severelyendangered
Trio (Suriname) 1000 Vulnerable
Lower Northwestern Otomí 6509 Vulnerable
Chamorro 62500 Vulnerable
Tanimbili 50 Severelyendangered
Juk 15000 Definitelyendangered
Akhvakh 5793 Definitelyendangered
Gaagudju 0 Extinct
Dahalo 400 Severelyendangered
Arbanasi 500 Severelyendangered
Maring 22000 Vulnerable
Vedda 300 Definitelyendangered
Bubia 600 Severelyendangered
Suret 240000 Definitelyendangered
Seri 518 Vulnerable
Sentilese 50 Criticallyendangered
Saryg Yugur 4600 Severelyendangered
Talodi 1500 Criticallyendangered
Tektitek 1144 Definitelyendangered
Yeyi 20000 Definitelyendangered
Munichi 8 Criticallyendangered
Southern Tujia 10000 Severelyendangered
Matipu 10 Criticallyendangered
Baleasang 3000 Definitelyendangered
Tennet 4000 Vulnerable
Cabécar 7622 Vulnerable
Yudja 362 Vulnerable
Bokar 5000 Vulnerable
Sarwa 2000 Definitelyendangered
Jaunsari 114733 Definitelyendangered
Mo'ang (China) 5000 Definitelyendangered
Hualapai 1000 Vulnerable
Chorotega 16 Criticallyendangered
Chimané 5300 Vulnerable
Mru 40000 Severelyendangered
Arrernte 2000 Vulnerable
Purisimeño 0 Extinct
Udege 40 Criticallyendangered
Dongotono 6219 Vulnerable
Cheyenne (Montana) 1700 Definitelyendangered
Chɨlɨng 1314 Definitelyendangered
Siraiya 0 Extinct
Palikur (Brazil) 1300 Vulnerable
Naskapi 525 Vulnerable
Gadang 2500 Definitelyendangered
Southern Altay 50000 Definitelyendangered
Mang (Viet Nam) 2300 Definitelyendangered
Cappadocian Greek (Turkey) 0 Extinct
Wambule 4471 Vulnerable
Karbi 420000 Vulnerable
Southeastern Pomo 0 Extinct
Pisaflores Tepehua 2578 Vulnerable
Majhi 24664 Severelyendangered
Ngwaba 10000 Severelyendangered
Kuruáya 2 Criticallyendangered
Chawte 200 Definitelyendangered
Gupapuyngu 300 Vulnerable
Maslam 723 Severelyendangered
Shingsaba 4000 Vulnerable
Bainouk-Gunyaamolo 5635 Vulnerable
Mixtec of Santa Inés de Zaragoza 775 Definitelyendangered
Plains Cree 20933 Vulnerable
Múra 0 Extinct
Olultecan 60 Severelyendangered
Northern Straits Salish 65 Criticallyendangered
Luiseño 5 Criticallyendangered
Konkow 3 Criticallyendangered
Western Mazahua 27037 Definitelyendangered
Khalaj 42100 Vulnerable
Nguon 2000 Vulnerable
Cobiana 400 Criticallyendangered
Dol-po 9000 Definitelyendangered
Mopán (Belize) 8980 Severelyendangered
Yimchungru 92000 Vulnerable
Northeastern Pomo 0 Extinct
Tamahaq (Algeria) 120000 Vulnerable
Mang (Viet Nam) 2300 Definitelyendangered
Pemon (Brazil) 500 Vulnerable
Shoshoni (Idaho) 2000 Severelyendangered
Chokri 84000 Vulnerable
Anuki 542 Definitelyendangered
Rikbaktsa 900 Severelyendangered
River Guarijío 617 Vulnerable
Kiksht 7 Criticallyendangered
Dimbong 140 Criticallyendangered
Culle 0 Extinct
Nyamal 20 Severelyendangered
Holikachuk 5 Criticallyendangered
Biak 30000 Vulnerable
Soqotri 50000 Severelyendangered
Voh-Koné dialects 878 Definitelyendangered
Ñandeva Guarani 10000 Vulnerable
Central Sierra Miwok 3 Criticallyendangered
Kului 170770 Definitelyendangered
Caddo 25 Criticallyendangered
Waotededo 2000 Vulnerable
Cashibo-Cacataibo 1800 Definitelyendangered
Kurux (India) 1751489 Vulnerable
Tobian 22 Criticallyendangered
Naueti 1000 Vulnerable
Pijao 0 Extinct
Moraori 50 Severelyendangered
Semelai 2500 Severelyendangered
Koasati (Texas) 450 Definitelyendangered
Yakkha 14648 Criticallyendangered
Choctaw (Louisiana) 9500 Vulnerable
Pukapukan 840 Definitelyendangered
Cayuse 0 Extinct
North Slavey 720 Definitelyendangered
Munsee (Canada) 10 Criticallyendangered
Lisela 9000 Vulnerable
Choctaw (Louisiana) 9500 Vulnerable
Khoirao 20000 Vulnerable
Inuinnaqtun 890 Definitelyendangered
Voh-Koné dialects 878 Definitelyendangered
Awakatek (Mexico) 3 Criticallyendangered
Chihuahua Lower Pima 159 Definitelyendangered
Bunuba 40 Severelyendangered
Rikbaktsa 900 Severelyendangered
Ulithian 3000 Severelyendangered
Teanu 600 Definitelyendangered
Lacandón 563 Criticallyendangered
Asur 7000 Definitelyendangered
Bom 20 Severelyendangered
Gorap 1000 Definitelyendangered
Upper Tanana (United States of America) 55 Criticallyendangered
Achumawi 10 Criticallyendangered
Gawar-Bati 9500 Definitelyendangered
Pite Saami 20 Criticallyendangered
Ute (Colorado, Southern Ute) 100 Severelyendangered
Mao 81000 Vulnerable
Paumarí 290 Severelyendangered
Dolgan 4865 Definitelyendangered
Kurux (Bangladesh) 65000 Vulnerable
Nambiquara do Sul 721 Vulnerable
Erzya 400000 Definitelyendangered
Tundra Nenets 30000 Definitelyendangered
Apurinã 2000 Definitelyendangered
Sanglechi 2500 Severelyendangered
Tambotalo 50 Severelyendangered
Guatuso 300 Severelyendangered
Taje 350 Criticallyendangered
Dhaiso 5000 Definitelyendangered
Mixtec of San Pedro Tidaá 384 Severelyendangered
Tanana 15 Criticallyendangered
Eliri 0 Severelyendangered
Arapaho (Wyoming) 1000 Severelyendangered
Kangdi 1700000 Definitelyendangered
Western Chocho 70 Severelyendangered
Pukobyê 494 Vulnerable
Kuna (Colombia) 876 Severelyendangered
K'emant 1500 Severelyendangered
Kwazá 25 Criticallyendangered
West Frisian 350000 Vulnerable
Bishuo 1 Criticallyendangered
Mochica 0 Extinct
Uru 1 Extinct
Shira Yugur 3000 Severelyendangered
Athpahariya 2000 Definitelyendangered
Southern Ayta 150 Criticallyendangered
Yurats 0 Extinct
Kanowit 100 Severelyendangered
Bishnupriya Manipuri Creole 72899 Vulnerable
Dusner 20 Criticallyendangered
Mang (Viet Nam) 2300 Definitelyendangered
Tamzabit 150000 Vulnerable
Faetar 600 Definitelyendangered
Anindilyakwa 2000 Vulnerable
Muot 10000 Criticallyendangered
Tuscarora (United States of America) 3 Criticallyendangered
Tirahi 100 Criticallyendangered
Waiwai (Brazil) 2916 Vulnerable
Thavung (Laos) 1000 Definitelyendangered
North Alaskan Inupiaq (North Slope) 2144 Severelyendangered
Maslam 723 Severelyendangered
Plautdietsch 300000 Definitelyendangered
Apalai 317 Vulnerable
Filomeno Mata Totonac 11710 Vulnerable
Mandaic 300 Criticallyendangered
Burji 7000 Vulnerable
Wintu-Nomlaki 1 Criticallyendangered
Awjila 3000 Severelyendangered
Baga Kalem 0 Extinct
Cocama-Cocamilla (Peru) 1000 Severelyendangered
Simi 104000 Vulnerable
Ticuna 35000 Definitelyendangered
Cobiana 400 Criticallyendangered
Lakon 700 Vulnerable
Orang Hulu 10000 Definitelyendangered
Paiter 1000 Vulnerable
Guernsey French 1327 Severelyendangered
Khaling 9288 Definitelyendangered
Northern East Cree 6870 Vulnerable
Nafi 100 Severelyendangered
Mwesen 15 Criticallyendangered
Seri 518 Vulnerable
Kendeje 1859 Definitelyendangered
Siglitun 230 Severelyendangered
Taulil 800 Vulnerable
Kom 5000 Definitelyendangered
Quechua of Cajatambo, Pasco and northern Junín 40000 Severelyendangered
Khunsari 21000 Definitelyendangered
Cashinahua (Brazil) 6000 Vulnerable
Wambule 4471 Vulnerable
Motocintlec 141 Criticallyendangered
Piru 0 Extinct
Potawatomi (Kansas) 50 Criticallyendangered
Kokota 200 Vulnerable
Sowa 10 Criticallyendangered
Soo 100 Criticallyendangered
Tamazight (Arzew) 2000 Criticallyendangered
Koroni 400 Definitelyendangered
Tambotalo 50 Severelyendangered
Nyenkha 10000 Vulnerable
Sáliba 2000 Severelyendangered
Mandan 10 Criticallyendangered
Karipuna 10 Definitelyendangered
Bohtan Neo-Aramaic 1000 Severelyendangered
Island Carib 0 Extinct
Ritharrngu 66 Definitelyendangered
Hértevin 1000 Criticallyendangered
Samatao 100 Criticallyendangered
Bosilewa 250 Vulnerable
Morokodo 3400 Severelyendangered
Upper Umpqua 0 Extinct
Fania 1100 Severelyendangered
Meithei 1250000 Vulnerable
Wichita 10 Criticallyendangered
Cha'palaa 4000 Definitelyendangered
Lai 3000 Definitelyendangered
Phula (Viet Nam) 9046 Definitelyendangered
Gafat 0 Extinct
Rahambuu 4000 Vulnerable
Kanela Rankokamekra 1337 Vulnerable
Guajajara 14000 Vulnerable
Rangkas 0 Extinct
Qawasqar 20 Criticallyendangered
Tabasco Náhuatl 434 Criticallyendangered
Tobati 80 Severelyendangered
Neku 221 Severelyendangered
Saek 25000 Definitelyendangered
Yaghnobi 20000 Definitelyendangered
Garífuna (Guatemala) 3564 Vulnerable
Mzieme 29000 Vulnerable
Ligurian 1000000 Definitelyendangered
Kilit 0 Extinct
Nakkara 50 Severelyendangered
Padam 20000 Vulnerable
Komi 217316 Definitelyendangered
Han (United States of America) 12 Criticallyendangered
Kuna (Colombia) 876 Severelyendangered
Mangarrayi 6 Criticallyendangered
Legenyem 300 Vulnerable
Ocaina (Peru) 150 Criticallyendangered
Kickapoo (Mexico) 144 Criticallyendangered
Nyamal 20 Severelyendangered
Aka 4000 Definitelyendangered
Erzya 400000 Definitelyendangered
Tamki 500 Criticallyendangered
Yawarana 300 Severelyendangered
Orok 64 Criticallyendangered
Ubykh (Turkey) 0 Extinct
Southeastern Tarahumara 5406 Vulnerable
Tembé 60 Severelyendangered
Arho 10 Criticallyendangered
Ko 2683 Criticallyendangered
Siona Secoya (Peru) 450 Definitelyendangered
Dumi 8 Criticallyendangered
Juma 5 Criticallyendangered
Palumata 0 Extinct
Chontal Tabasco 36514 Severelyendangered
Ottawa (Michigan) 459 Criticallyendangered
Warekena (Venezuela) 500 Severelyendangered
Gajerrong 2 Criticallyendangered
Birgid 0 Extinct
Meriam Mir 160 Definitelyendangered
Mam (Guatemala) 477717 Vulnerable
Wari 150 Definitelyendangered
Paiter 1000 Vulnerable
Miami-Illinois 0 Extinct
Kulfa 2200 Definitelyendangered
Ashtiani 21000 Definitelyendangered
Koneraw 200 Vulnerable
Kodagu 166187 Definitelyendangered
Maleng 4000 Definitelyendangered
Archi 524 Definitelyendangered
Turoyo 50000 Severelyendangered
Kaningara 327 Vulnerable
Abkhaz 125000 Vulnerable
Chácobo 550 Definitelyendangered
Chamicuro 8 Criticallyendangered
Moose Cree 405 Vulnerable
Khövsgöl Uryangkhay 10 Criticallyendangered
Taulil 800 Vulnerable
Naiki 10000 Criticallyendangered
Awyi 350 Vulnerable
Transylvanian Saxon 50000 Severelyendangered
Beeke 1000 Severelyendangered
Sipakapense 5687 Definitelyendangered
Bagupi 60 Definitelyendangered
Kanashi 1500 Definitelyendangered
Malmariv 150 Vulnerable
Northern Popoloc 8597 Vulnerable
Highland Mazatec 33859 Vulnerable
Palumata 0 Extinct
Gavião do Pará 476 Vulnerable
Talu 10000 Vulnerable
Máku 0 Extinct
Mehináku 200 Vulnerable
Kaingang 18500 Definitelyendangered
Yami 2700 Vulnerable
Bishnupriya Manipuri Creole 72899 Vulnerable
Naman 5 Criticallyendangered
White Gelao (China) 1200 Severelyendangered
Tillamook 0 Extinct
Meithei 1250000 Vulnerable
Andoke 597 Severelyendangered
Juhur (Caucasus) 3016 Definitelyendangered
Scots 1500000 Vulnerable
Miriwoong 50 Criticallyendangered
Nootka 185 Severelyendangered
North Saami 30000 Definitelyendangered
Desano (Brazil) 600 Definitelyendangered
Kohi 2641 Vulnerable
Straits Salish 180 Severelyendangered
Ch'orti' (Guatemala) 11734 Definitelyendangered
Xakriabá 0 Extinct
Bina 0 Extinct
Latgalian 150000 Vulnerable
Niviar 5 Criticallyendangered
Han (United States of America) 12 Criticallyendangered
Central Kalapuyan 0 Extinct
Phalura 8600 Definitelyendangered
Zo'é 177 Vulnerable
Ketangalan 0 Extinct
Tawahka 500 Severelyendangered
Hijuk 400 Criticallyendangered
Senggi 100 Vulnerable
Ghale 28989 Vulnerable
Baga Manduri 4000 Definitelyendangered
Bangani 12000 Criticallyendangered
Sakurabiat 25 Severelyendangered
Lude 3000 Severelyendangered
Western Tlapanec 549 Vulnerable
Ozomatlán Totonac 1276 Criticallyendangered
Shoshoni (Idaho) 2000 Severelyendangered
Loke Tibetan 0 Definitelyendangered
Kolami 121855 Definitelyendangered
Kapori 35 Criticallyendangered
Lokono (Suriname) 1000 Severelyendangered
Kurux (Nepal) 28615 Vulnerable
Taushiro 1 Criticallyendangered
Akum 600 Criticallyendangered
Ersu 15000 Definitelyendangered
Boro 19878 Definitelyendangered
Vehes 100 Severelyendangered
Kumāle 6533 Severelyendangered
Nila (Seram Island) 1800 Definitelyendangered
Yaminahua (Brazil) 600 Vulnerable
Dongotono 6219 Vulnerable
Arabela 50 Severelyendangered
Gagauz (Maritime) 400 Severelyendangered
Tsakhur 25000 Definitelyendangered
Wancho 49000 Vulnerable
Namuyi 5000 Vulnerable
Brokkat 300 Definitelyendangered
Burushaski 87000 Vulnerable
Kalispel 5 Criticallyendangered
Löyöp 250 Vulnerable
Mra 350 Criticallyendangered
Mok (Myanmar, Thailand) 30000 Definitelyendangered
Mo-peng 0 Extinct
Leco 20 Criticallyendangered
Chru 12000 Vulnerable
Banjima 50 Severelyendangered
Tamang 1196639 Vulnerable
Ona 0 Extinct
Northern Tepehuán 6802 Definitelyendangered
Jorá 0 Criticallyendangered
Comanche 100 Severelyendangered
Maung 200 Vulnerable
Khaccaḍ Bhoṭe 0 Definitelyendangered
Bella Coola 50 Criticallyendangered
Thakali 6441 Vulnerable
Koryak 2000 Severelyendangered
Jirel 4919 Definitelyendangered
Kanakanabu 20 Criticallyendangered
Maiya 220000 Vulnerable
Chamalal 12000 Definitelyendangered
Mudburra 48 Severelyendangered
Coptic 0 Extinct
Dhurga 0 Criticallyendangered
Hmar 50000 Vulnerable
Akhvakh 5793 Definitelyendangered
Apiaká 1 Criticallyendangered
O'odham (Akimel) 15000 Definitelyendangered
Hidatsa 200 Definitelyendangered
Mussau-Emira 3651 Definitelyendangered
Achuar 2500 Definitelyendangered
Ishkashimi 1000 Severelyendangered
Nila (Nila Island) 0 Extinct
Western Popoloc 516 Severelyendangered
Caquinte Campa 250 Definitelyendangered
Vilamovian 70 Severelyendangered
Tipai (Mexico) 184 Severelyendangered
Koyukon 150 Criticallyendangered
Rongpo 8000 Vulnerable
Old Prussian 0 Extinct
Mawak 31 Criticallyendangered
Bathari 300 Criticallyendangered
Old Sirenik 0 Extinct
El Hugeirat 1000 Severelyendangered
Ingush 405343 Vulnerable
Red Gelao (China) 400 Criticallyendangered
Bribri (Panama) 2521 Severelyendangered
Pauwi 100 Vulnerable
Quechua of Southern Bolivia 2300000 Vulnerable
Gongduk 1000 Vulnerable
Tawahka 500 Severelyendangered
Goundo 30 Criticallyendangered
Piaroa (Colombia) 800 Definitelyendangered
Bongo 10084 Definitelyendangered
Warekena (Brazil) 20 Criticallyendangered
Utsat 3700 Definitelyendangered
Eyak 0 Extinct
Juang 23000 Definitelyendangered
Ayautla Mazatec 3192 Vulnerable
Katxuyana-Xikuyána 150 Vulnerable
Bulgebi 50 Definitelyendangered
Che Wong 200 Definitelyendangered
Buryat (Cis-Baikal) 50000 Severelyendangered
Khampti 13000 Vulnerable
Patwin 1 Criticallyendangered
Upper Kuskokwim 25 Criticallyendangered
Mudburra 48 Severelyendangered
Siona / Secoya (Ecuador) 600 Severelyendangered
Laro 40000 Definitelyendangered
Gadang 2500 Definitelyendangered
Tingal 8000 Definitelyendangered
Yawalapiti 10 Criticallyendangered
Ixil (Mexico) 64 Criticallyendangered
Tamang 1196639 Vulnerable
Brokshat 3000 Definitelyendangered
Gardiol 340 Severelyendangered
Gününa Küne 0 Extinct
Kurtjar 0 Extinct
Sechelt 15 Criticallyendangered
Gitksan 710 Severelyendangered
Western Mansi 0 Extinct
Sinkiang Dagur 4000 Definitelyendangered
Karaim (Western Ukraine) 6 Criticallyendangered
Natsilingmiutut 1455 Vulnerable
Evenki (Manchuria) 4000 Severelyendangered
Onondaga (New York) 10 Criticallyendangered
Ongota 8 Criticallyendangered
Loun 20 Criticallyendangered
Sach 1000 Definitelyendangered
Liliali 0 Extinct
Sepa 200 Vulnerable
Guernsey French 1327 Severelyendangered
Wali 487 Criticallyendangered
Chilchotla Mazatec 20585 Vulnerable
!Gan!ne 0 Extinct
A'ingae / Cofan (Ecuador) 700 Definitelyendangered
Totoró 4 Criticallyendangered
Sicilian 5000000 Vulnerable
Chorote Iyojwa'ja 800 Severelyendangered
Ghomara 100 Criticallyendangered
Susuami 10 Criticallyendangered
Sioux 25000 Vulnerable
Mlomp 500 Criticallyendangered
Hermit 20 Criticallyendangered
Central Pomo 3 Criticallyendangered
Nyishi 170000 Vulnerable
Imeraguen 534 Definitelyendangered
Karelian (Tver) 10000 Definitelyendangered
Jamamadí 800 Vulnerable
Mayoruna (Brazil) 1500 Vulnerable
Argobba 8000 Criticallyendangered
Gutob 40000 Vulnerable
Savi 3000 Definitelyendangered
South Slavey 920 Definitelyendangered
Chawte 200 Definitelyendangered
Araweté 339 Vulnerable
Saaroa 1500 Criticallyendangered
Jinuo 12000 Definitelyendangered
Kulung 18686 Vulnerable
Gondi 2713790 Vulnerable
Kuvi 300000 Definitelyendangered
Anus 70 Severelyendangered
Sahaptin 100 Severelyendangered
Western Apache 6000 Definitelyendangered
Arta 0 Extinct
Tofanma 90 Vulnerable
Tharkarri 2 Criticallyendangered
Berti 0 Extinct
Southern East Cree 4455 Vulnerable
Terena 19000 Severelyendangered
Defaka 200 Criticallyendangered
Phunoi 37311 Vulnerable
Rio Grande Keresan 6685 Definitelyendangered
Kaxarari 300 Criticallyendangered
Hadza 975 Vulnerable
Laghu 0 Extinct
Phula (Viet Nam) 9046 Definitelyendangered
Waru 300 Definitelyendangered
Pech 900 Severelyendangered
Ngangikurunggurr 60 Severelyendangered
Byangsi 1734 Definitelyendangered
Natanzi 7000 Severelyendangered
White Gelao (China) 1200 Severelyendangered
Kowiai 600 Vulnerable
Dameli 5500 Severelyendangered
Siwi 15000 Definitelyendangered
Tangam 100 Criticallyendangered
Buryat (Trans-Baikal) 300000 Definitelyendangered
Konkow 3 Criticallyendangered
Bumthang 30000 Vulnerable
Nocte 33000 Vulnerable
Pareci 1000 Definitelyendangered
Musan 75 Severelyendangered
Wunambal 5 Criticallyendangered
Machineri (Bolivia) 140 Severelyendangered
Siriano (Brazil) 71 Vulnerable
Dagur (Amur) 400 Criticallyendangered
Wik Ngencherr 30 Severelyendangered
Ch'orti' (Honduras) 10 Criticallyendangered
Gao 550 Vulnerable
Resian 1000 Definitelyendangered
Chepang 36807 Vulnerable
Wardaman 24 Severelyendangered
Southern Tiwa (Sandia Pueblo) 1600 Definitelyendangered
Tamazight (Arzew) 2000 Criticallyendangered
Atacameño 0 Extinct
Taulil 800 Vulnerable
Voh-Koné dialects 878 Definitelyendangered
Baníwa do Içana 5811 Vulnerable
Wajãpi 905 Vulnerable
Motuo Menba 9000 Definitelyendangered
Qawasqar 20 Criticallyendangered
Nila (Seram Island) 1800 Definitelyendangered
Abaga 5 Criticallyendangered
K'iche' (Mexico) 226 Definitelyendangered
Zapotec of Asunción Tlacolulita 53 Criticallyendangered
As 230 Vulnerable
Miju 6700 Vulnerable
Ainu (Hokkaido) 15 Criticallyendangered
Dhaiso 5000 Definitelyendangered
Deori 28000 Definitelyendangered
U 3000 Definitelyendangered
Seward Peninsula Inupiaq (Big Diomede Island) 0 Extinct
Chulym Turk 35 Criticallyendangered
Pech 900 Severelyendangered
Hmar 50000 Vulnerable
Samatao 100 Criticallyendangered
Kheng 40000 Vulnerable
Aka 4000 Definitelyendangered
Tidikelt 30000 Criticallyendangered
Waunana (Panama) 6882 Severelyendangered
Kurru 300000 Definitelyendangered
Cashinahua (Brazil) 6000 Vulnerable
Ngäbere (Panama) 169130 Vulnerable
Tarpia 300 Severelyendangered
Auye 350 Vulnerable
Yurok 12 Criticallyendangered
Southern Tiwa (Sandia Pueblo) 1600 Definitelyendangered
Chatino of Zacatepec 453 Definitelyendangered
Taikat 500 Definitelyendangered
Paumarí 290 Severelyendangered
Tamahaq (Algeria) 120000 Vulnerable
Carapana (Colombia) 60 Definitelyendangered
Kaqchikel (Guatemala) 444954 Vulnerable
Itonama 5 Criticallyendangered
Wagiman 11 Severelyendangered
Klallam 2 Criticallyendangered
Paite 50000 Vulnerable
Lhota 170000 Vulnerable
Picuris 225 Vulnerable
Kurripako (Colombia, Venezuela) 10000 Definitelyendangered
Huasteca Náhuatl 463183 Vulnerable
Voh-Koné dialects 878 Definitelyendangered
Campidanese 900000 Definitelyendangered
Menik 3375 Definitelyendangered
Bahing 2765 Definitelyendangered
Embera (Panama) 22485 Vulnerable
Turi 5000 Definitelyendangered
Alawa 22 Criticallyendangered
Guanche 0 Extinct
Gamilaraay 5 Criticallyendangered
Wayana (Suriname) 1500 Vulnerable
Choctaw (Oklahoma) 9500 Vulnerable
Caquinte Campa 250 Definitelyendangered
Nguon 2000 Vulnerable
Mon 800000 Vulnerable
Bagvalal 5000 Definitelyendangered
Tobian 22 Criticallyendangered
Juhur (Caucasus) 3016 Definitelyendangered
Texistepecan 250 Severelyendangered
Zenatiya 50000 Criticallyendangered
Ñandeva Guarani 10000 Vulnerable
Raute 518 Severelyendangered
Sipakapense 5687 Definitelyendangered
Buryat (Cis-Baikal) 50000 Severelyendangered
Karagash 7000 Definitelyendangered
Ts'amay 8621 Definitelyendangered
